# coordinating_conjunction, numeral, determiner, existencial, subordinatingConjunction, adjective, comparativeAdjective, superlativeAdjective, ordinalAdjective_or_numeral, modalAuxiliary, singular_or_massCommun_noun, pluralCommonNoun, preposition, participle, predeterminer, genitiveMarker, personalPronoun, possessivePronoun, adverb, comparativeAdverb, superlativeAdverbs, preposition_or_infinitive, n_verb_baseForm, n_verb_pastTense, n_verb_gerund, n_verb_pastParticiple, n_verb_thirdPersonSingPresent, n_whDeterminer, n_whAdverb, whPronoun, avaliacao
7,0,21,0,9,8,0,0,0,5,39,7,9,1,0,4,15,10,17,2,0,10,9,4,0,1,18,0,2,6,562
16,4,26,2,5,2,0,0,4,2,44,11,27,2,0,15,21,3,18,0,0,10,4,18,1,2,2,0,0,1,438
13,4,35,3,10,12,0,0,4,3,50,11,32,3,2,9,26,12,14,1,0,20,3,33,2,3,6,1,5,5,625
26,3,49,5,26,13,0,0,3,17,72,24,38,3,1,17,48,15,42,3,0,32,24,37,6,3,6,0,7,14,625
9,1,30,3,7,4,0,0,1,3,46,7,28,1,1,10,5,0,12,0,0,17,7,13,1,1,1,0,4,7,500
10,1,35,3,7,4,0,0,1,3,49,8,28,1,1,10,7,0,13,0,0,17,7,16,2,1,1,0,4,8,438
5,0,18,0,2,4,0,0,1,0,33,7,9,0,0,4,4,7,5,0,0,7,3,12,0,0,5,0,1,0,438
9,2,7,2,4,9,0,0,2,2,18,2,11,1,0,4,5,0,10,0,0,9,5,13,1,1,0,0,1,1,562
7,1,11,0,2,2,0,0,1,1,16,0,6,0,0,1,2,0,4,0,0,3,2,13,1,0,0,0,0,1,438
12,1,15,1,0,8,0,0,2,1,22,9,11,6,3,3,6,5,5,0,0,10,4,10,0,6,1,0,1,0,500
13,0,17,2,4,9,0,0,2,2,26,4,15,2,0,6,16,1,7,0,0,7,3,13,0,2,19,0,1,3,562
0,1,13,1,6,2,0,0,1,1,24,3,10,0,0,7,8,1,3,0,0,3,1,8,2,0,2,0,1,6,438
14,3,24,2,2,12,2,0,3,5,40,9,17,0,0,4,23,11,12,3,0,8,3,17,1,0,6,0,2,0,375
6,0,19,1,3,4,0,0,0,1,20,9,15,2,2,4,12,6,11,4,0,11,2,12,0,2,0,0,4,1,562
6,0,9,1,2,4,0,0,0,1,17,4,7,0,0,4,7,0,6,0,0,5,3,8,0,0,1,0,1,1,562
9,0,20,1,9,7,0,0,0,4,31,16,13,0,1,4,16,1,19,1,0,7,3,17,1,0,2,0,2,9,875
15,1,25,2,8,14,0,0,1,7,46,15,19,5,0,2,28,9,23,2,0,21,14,19,1,5,2,0,2,7,688
19,6,15,3,11,3,0,0,6,3,34,14,11,1,0,3,13,5,6,1,0,11,7,14,0,1,1,0,1,4,500
6,2,18,1,10,6,0,0,2,2,30,5,16,5,0,7,12,4,10,2,0,10,4,16,6,5,1,0,5,3,625
5,0,25,1,6,8,0,0,2,4,40,8,23,2,2,7,31,12,32,0,0,10,1,23,0,2,14,0,5,4,375
12,0,20,0,9,7,0,0,0,2,28,7,11,3,0,5,11,5,6,0,0,11,8,16,0,3,2,1,2,7,625
8,0,19,4,6,3,0,0,0,6,29,8,20,2,3,8,13,1,13,0,0,14,9,16,1,2,3,0,1,1,562
7,2,14,0,1,3,0,0,2,1,21,5,4,0,2,1,12,4,5,0,0,5,2,12,2,0,1,0,0,1,562
6,0,14,0,2,2,0,0,0,1,16,10,4,0,1,1,5,4,3,0,0,3,3,6,3,0,0,0,2,0,500
4,0,10,0,0,2,0,0,0,0,49,23,9,0,1,6,4,5,3,2,0,1,1,9,0,0,1,0,0,0,375
4,0,20,1,5,5,0,0,0,5,25,5,16,3,1,7,10,3,7,0,0,11,7,15,0,3,1,0,2,4,625
11,1,16,1,11,7,0,0,1,4,21,4,15,2,1,7,22,6,14,1,0,9,4,19,4,2,0,0,6,5,750
12,3,22,2,7,4,0,0,3,4,38,7,11,2,1,3,22,6,12,1,0,8,4,27,1,3,4,0,5,3,562
12,1,18,0,5,24,1,0,2,2,30,4,12,0,2,3,26,4,16,2,0,26,22,11,0,0,4,0,0,5,438
7,0,20,1,9,5,0,0,0,2,27,11,18,1,1,7,7,1,15,0,0,12,4,8,2,1,0,0,3,5,438
9,3,24,1,14,15,0,0,3,2,40,9,19,0,2,11,12,0,13,3,0,8,4,7,1,0,3,0,3,6,500
3,0,13,0,1,2,0,0,0,2,20,9,8,1,3,4,10,7,4,0,0,3,2,4,0,1,3,0,1,2,625
7,2,16,1,4,6,0,0,2,1,33,8,13,0,0,5,5,6,11,1,0,19,13,29,1,0,0,0,2,0,562
2,0,4,0,6,16,0,0,0,0,18,3,8,0,0,1,5,1,5,1,0,5,2,22,1,0,2,0,1,0,500
7,1,15,3,2,5,0,0,1,3,22,6,9,3,1,7,7,3,6,1,0,1,1,6,1,3,0,0,3,0,500
9,1,18,2,7,8,0,0,1,3,33,7,17,0,0,5,20,6,14,1,0,17,11,23,2,0,4,0,4,8,688
9,1,38,1,5,6,0,0,2,1,41,19,21,6,0,6,16,4,23,4,0,14,6,10,1,6,7,0,2,4,750
7,0,31,2,3,9,1,0,0,2,34,9,16,4,4,6,20,10,12,1,0,7,3,19,1,4,3,0,4,3,562
7,0,17,1,7,5,0,0,1,3,34,10,19,2,0,4,10,7,10,2,0,17,9,7,0,2,1,0,4,4,688
7,0,17,1,7,6,0,0,1,3,34,10,19,1,0,4,10,7,10,2,0,16,8,7,0,1,1,0,4,4,625
10,2,24,2,5,26,0,0,2,4,54,11,19,1,0,7,30,6,5,1,0,11,9,18,4,1,2,0,0,5,562
2,1,13,1,1,6,0,0,1,2,13,6,6,1,1,2,11,4,6,2,0,6,2,8,0,1,0,0,0,3,500
9,2,13,6,0,1,0,0,2,0,7,1,6,0,0,4,2,1,1,0,0,2,0,1,0,0,0,0,0,1,0
9,2,32,1,5,6,1,0,2,2,46,11,23,1,5,11,37,14,21,6,0,12,6,30,0,1,3,0,3,5,562
5,2,14,1,3,4,0,0,2,1,15,4,7,0,1,4,11,2,7,0,0,5,3,3,0,0,4,0,2,3,500
6,2,20,4,6,12,2,0,3,4,56,8,39,1,0,14,20,2,6,2,0,13,3,20,1,1,5,0,2,8,500
7,1,31,1,8,15,0,0,1,5,59,18,33,3,0,21,19,3,23,0,0,19,12,20,2,3,6,0,2,3,500
8,1,23,1,6,8,0,0,1,2,46,13,23,3,0,7,17,9,7,0,0,14,2,23,1,3,3,0,1,5,625
3,0,19,2,5,8,2,0,0,4,28,11,17,3,2,5,23,3,14,0,0,10,2,13,2,3,15,0,3,5,500
5,0,14,0,7,6,0,0,1,1,19,2,14,2,1,3,22,4,10,0,0,8,3,9,2,2,4,0,3,6,562
10,3,16,3,10,4,0,0,3,4,27,15,9,3,0,1,17,4,21,5,0,15,11,22,1,3,0,0,1,5,562
7,3,25,2,7,8,0,0,4,3,40,4,15,0,2,4,15,2,13,1,0,10,5,19,1,0,1,0,2,8,438
7,0,27,1,12,3,0,0,0,5,35,5,12,1,4,2,12,9,17,1,0,6,2,16,1,1,9,0,2,10,500
15,2,29,0,5,6,0,0,2,0,39,11,20,0,0,9,17,3,12,0,0,11,7,22,1,0,6,0,0,1,625
12,0,14,0,4,14,0,0,1,1,27,9,12,0,1,4,4,8,8,0,0,12,7,5,0,0,3,0,1,2,562
9,7,25,1,4,14,1,0,7,4,54,14,28,1,1,10,14,3,13,0,0,26,16,11,3,1,4,0,0,2,438
8,2,24,4,14,6,0,0,2,6,27,4,12,0,9,3,18,8,6,0,0,11,8,7,1,0,1,0,0,10,562
4,2,10,1,0,4,0,0,3,1,18,5,10,0,1,3,7,3,5,0,0,3,1,6,2,0,0,0,0,0,438
25,0,15,0,2,3,0,0,0,0,17,4,8,0,2,1,21,0,9,1,0,4,1,23,1,0,3,0,0,2,562
13,5,18,0,1,2,0,0,5,1,20,4,12,1,1,6,8,2,6,0,0,9,5,18,1,1,6,0,0,1,312
4,1,9,0,2,5,0,0,2,0,17,4,7,0,0,5,14,2,7,2,0,1,0,14,1,0,2,0,0,3,375
10,0,12,0,1,8,0,0,0,0,18,0,7,1,2,1,3,6,1,0,0,6,0,9,1,1,8,0,0,0,125
9,5,21,2,0,5,0,0,5,2,20,5,9,1,1,2,6,8,5,0,0,3,0,16,0,1,6,0,0,3,500
6,1,10,0,1,5,0,0,1,1,15,3,4,0,1,1,4,4,1,1,0,2,0,7,0,0,4,0,0,1,375
14,2,17,2,3,2,0,0,2,3,29,0,16,0,2,8,7,2,1,0,0,2,1,6,0,0,2,0,1,4,250
3,2,17,2,6,8,0,0,2,4,34,3,18,0,0,2,37,0,14,1,0,18,5,20,1,0,13,0,3,8,438
10,0,7,0,1,2,0,0,0,0,12,0,6,2,1,3,9,1,4,0,0,6,4,12,3,2,2,0,0,0,250
2,0,6,0,1,2,0,0,0,0,10,2,4,0,0,3,9,0,2,0,0,3,2,8,0,0,0,0,0,1,312
4,1,20,0,5,7,0,0,1,0,25,9,8,0,0,3,7,10,8,0,0,10,7,11,1,0,3,0,2,4,750
12,1,14,0,3,4,0,0,1,1,21,0,7,1,0,1,12,0,5,0,0,9,5,5,1,1,0,0,0,2,438
0,3,8,2,1,6,0,0,3,0,13,6,6,2,0,1,5,4,9,3,0,5,2,2,1,2,7,0,2,0,312
4,0,13,0,2,2,0,0,0,2,20,0,9,0,0,4,3,0,3,0,0,7,2,8,2,0,3,0,0,1,438
13,0,33,6,6,4,0,0,1,8,43,9,27,6,6,11,38,13,16,8,0,19,7,26,2,7,0,0,4,4,562
5,0,15,0,3,5,0,0,1,0,20,3,4,0,0,3,6,0,4,0,0,4,2,4,0,0,4,0,1,1,312
4,1,6,0,2,2,0,0,1,0,11,5,10,0,0,0,5,2,4,0,0,10,6,3,0,0,3,0,0,0,500
3,0,8,1,5,1,0,0,0,1,12,3,8,1,0,1,5,2,7,0,0,3,3,4,0,1,1,0,0,2,312
14,2,16,0,2,7,0,0,2,2,24,1,13,0,1,7,7,10,2,0,0,6,2,5,0,0,0,0,0,0,312
18,0,20,0,1,13,0,0,0,0,43,8,12,1,0,6,8,3,7,0,0,22,20,29,0,1,2,0,0,2,438
1,4,18,0,1,5,0,0,5,1,30,5,19,1,0,9,14,3,10,0,0,8,1,10,5,1,5,0,1,1,438
0,1,14,0,3,0,0,0,1,0,6,0,8,0,0,1,0,0,3,1,0,3,0,2,1,0,3,0,1,2,250
14,3,24,2,8,9,0,0,4,2,40,6,30,2,2,8,14,4,18,2,0,18,7,10,2,2,1,0,6,4,438
2,1,19,2,5,4,0,0,1,2,28,2,16,1,2,4,10,5,10,0,0,10,1,16,3,1,0,0,2,4,438
18,9,46,0,2,12,0,0,9,2,68,5,25,12,0,14,12,0,5,0,0,6,0,15,0,12,6,0,0,1,312
10,1,18,1,4,5,1,0,1,1,20,5,4,2,2,0,16,0,13,0,0,4,1,18,2,2,0,0,0,6,438
3,0,6,0,3,3,0,0,0,0,13,1,9,0,0,4,13,0,5,0,0,8,4,8,0,0,2,0,0,1,375
7,0,12,0,3,1,0,0,0,1,26,6,21,0,0,12,3,4,4,0,0,10,6,10,0,0,0,0,2,0,562
2,0,4,0,0,0,0,0,0,0,12,0,6,0,0,4,5,0,0,0,0,1,0,1,0,0,2,0,0,0,375
2,0,12,0,0,1,0,0,0,0,18,4,14,0,0,0,3,10,3,0,0,11,0,5,0,0,0,0,2,1,188
9,0,7,0,0,6,0,0,1,0,7,2,1,0,0,0,4,0,1,0,0,1,0,2,0,0,2,0,0,0,250
5,0,7,0,3,3,0,0,0,1,14,5,8,0,0,4,9,1,1,0,0,2,0,4,2,0,0,0,0,6,125
6,5,17,2,2,6,0,0,6,3,36,2,17,1,1,6,21,1,12,4,0,6,3,9,3,1,8,0,0,1,438
2,0,9,1,1,3,0,0,0,2,17,4,11,1,0,4,4,1,5,1,0,3,1,4,0,1,0,0,1,0,500
16,33,33,1,4,4,0,0,33,1,46,4,14,3,3,1,8,0,8,0,0,9,5,30,1,3,0,0,2,1,438
9,0,23,2,8,5,0,0,0,3,32,6,11,4,2,6,27,9,20,3,0,9,5,34,0,4,5,0,1,7,562
16,1,14,0,6,6,0,0,1,2,25,0,15,1,0,3,11,0,4,1,0,9,1,11,1,1,9,0,0,4,250
8,1,9,1,3,3,0,0,2,1,18,4,8,0,0,2,11,2,7,1,0,4,2,11,0,0,1,0,1,4,562
9,0,22,2,8,5,0,0,0,3,36,4,11,4,2,6,27,9,21,3,0,10,6,33,0,4,5,0,1,7,562
9,0,7,2,2,2,0,0,0,3,14,5,8,3,1,1,7,2,4,1,0,5,2,4,1,3,0,0,2,2,500
14,4,25,1,9,4,0,0,4,4,49,11,24,2,0,7,30,3,21,4,0,25,15,25,4,2,1,0,4,1,625
4,0,10,1,2,0,0,0,0,2,25,10,16,0,1,9,4,3,5,1,0,4,1,8,1,0,3,0,2,0,500
7,5,14,0,5,10,0,0,5,2,45,7,25,2,0,13,9,1,7,0,0,7,1,18,1,2,6,0,4,2,625
6,0,30,0,2,6,0,0,0,0,32,10,26,1,0,8,25,0,5,0,0,10,6,7,3,1,10,0,2,2,375
8,1,15,1,1,4,0,0,1,1,20,1,14,1,0,5,4,1,9,0,0,12,5,14,2,1,3,0,0,1,625
6,6,32,0,2,13,0,0,8,3,52,16,21,3,0,10,13,16,6,0,0,9,4,15,4,3,7,0,0,0,500
27,4,17,2,5,10,0,0,4,2,42,11,17,2,1,1,21,4,12,0,0,14,7,23,1,2,0,0,2,1,500
9,0,14,0,2,7,0,0,1,0,14,1,4,0,0,1,6,0,6,1,0,3,0,12,1,0,2,0,1,1,500
3,1,8,2,2,3,0,0,1,2,18,0,9,0,0,2,12,0,4,1,0,9,2,6,2,0,0,0,1,1,562
8,2,27,1,2,5,1,0,2,1,35,7,6,0,3,1,10,2,5,2,0,6,3,13,0,0,2,0,2,2,562
18,2,31,0,7,5,0,0,2,1,47,1,25,2,3,11,14,6,17,1,0,21,13,22,4,2,13,0,2,1,500
9,0,25,1,1,5,0,0,1,3,32,12,14,5,1,8,9,3,6,0,0,9,3,18,0,5,0,0,0,3,562
4,2,15,0,8,11,2,0,2,2,35,6,17,3,0,5,23,0,11,2,0,18,9,15,2,3,3,0,1,5,250
7,1,16,3,10,8,0,0,1,4,38,10,11,0,0,3,27,1,8,0,0,6,2,9,0,0,4,0,4,10,688
10,0,24,1,3,6,1,0,1,1,29,6,14,2,2,4,25,11,13,0,0,9,4,24,0,2,4,0,3,2,562
9,0,21,0,5,6,0,0,0,1,31,7,12,4,4,3,10,5,5,0,0,10,7,10,1,4,0,0,0,1,750
15,0,44,5,6,5,1,0,0,5,54,11,30,4,0,10,15,30,20,4,0,16,6,16,2,5,2,0,4,2,688
4,0,14,1,1,9,1,0,0,2,18,9,10,1,3,4,3,5,6,1,0,5,3,3,2,1,2,0,1,1,750
9,2,27,7,17,6,0,0,2,10,33,4,13,2,7,4,25,9,8,0,0,12,10,14,1,2,2,0,0,13,438
8,2,3,0,0,0,0,0,2,0,8,0,4,2,0,3,0,0,0,0,0,1,0,2,1,2,1,0,0,0,312
10,0,20,1,6,8,2,0,0,4,33,6,25,1,3,11,38,9,15,3,0,15,11,19,2,1,9,0,4,5,625
28,0,21,4,7,7,0,0,0,5,41,7,28,6,3,8,11,6,12,1,0,24,12,25,1,6,1,0,1,4,500
14,0,32,2,9,3,0,0,0,9,30,15,22,6,4,2,29,9,30,2,0,25,12,28,5,6,11,0,1,8,562
15,0,28,3,7,10,0,0,0,3,31,7,13,3,2,7,19,3,16,4,0,8,6,18,0,3,3,0,1,6,562
10,1,44,4,17,5,0,0,1,7,41,6,16,3,5,4,28,9,25,4,0,18,13,27,1,3,8,0,8,7,625
4,0,4,0,0,4,0,0,0,0,21,2,12,1,0,8,8,1,5,2,0,5,1,11,0,1,1,0,0,0,125
11,1,10,4,10,3,0,0,2,6,18,6,5,0,0,3,17,6,5,0,0,7,6,15,0,0,2,0,1,7,562
8,0,18,1,5,3,1,0,0,1,24,7,11,1,3,1,28,7,8,0,0,11,4,26,1,1,1,0,1,7,562
8,0,13,0,5,1,0,0,0,2,9,0,8,2,2,1,10,2,4,0,0,8,4,9,0,2,0,0,2,3,438
10,1,22,2,7,3,1,0,1,2,31,9,13,1,3,4,5,4,8,1,0,12,6,5,2,1,0,0,1,3,625
5,0,17,4,6,5,0,0,1,7,29,3,11,2,0,4,13,5,18,8,0,6,2,18,0,2,3,0,5,6,438
8,0,7,0,2,3,0,0,0,0,17,10,8,1,0,4,3,0,1,0,0,2,1,5,0,1,0,0,0,2,375
5,1,21,1,3,8,0,0,1,1,33,9,9,3,1,3,4,1,7,0,0,4,3,14,0,3,1,0,2,1,562
9,4,13,1,1,2,0,0,4,0,9,4,12,0,0,2,1,7,4,1,0,5,0,0,0,0,0,0,2,1,500
3,2,5,0,2,3,0,0,2,0,7,1,3,0,0,1,0,2,8,2,0,1,0,0,0,0,1,0,2,0,438
17,2,32,2,14,3,0,0,2,4,69,7,28,4,0,11,29,7,7,0,0,16,10,35,4,4,8,0,4,6,438
22,1,19,2,3,8,0,0,4,2,37,6,20,2,0,7,10,4,12,0,0,13,3,11,0,2,3,0,0,0,500
8,1,15,2,6,2,0,0,1,3,20,3,12,6,2,3,11,8,5,0,0,7,5,11,0,6,0,0,2,5,625
16,1,21,1,4,1,1,0,1,1,30,7,9,1,2,3,19,7,11,3,0,5,2,16,3,1,4,0,1,6,812
11,3,21,2,6,4,0,0,3,4,38,7,11,2,1,3,23,6,14,2,0,8,4,25,1,3,4,0,5,3,500
25,13,12,3,5,5,0,0,13,4,44,11,25,1,0,5,32,1,25,5,0,18,9,28,9,1,0,0,3,3,438
13,1,13,0,2,1,1,0,1,0,24,3,15,0,0,6,4,6,7,0,0,6,1,12,1,0,3,0,3,0,500
12,2,16,1,5,15,0,0,3,1,25,4,15,2,0,3,12,6,8,0,0,12,6,14,1,2,2,0,0,0,625
12,0,22,7,10,9,0,0,0,10,49,18,15,1,1,5,3,6,14,7,0,17,8,21,0,1,1,0,4,4,562
5,1,15,0,1,2,0,0,1,0,27,7,9,1,0,3,10,9,2,0,0,7,5,10,2,1,2,0,0,0,625
7,0,9,1,2,0,0,0,0,1,18,5,8,3,0,1,6,3,2,0,0,5,1,13,2,3,0,0,2,2,562
18,0,11,1,1,1,0,0,0,2,22,1,9,0,0,1,15,5,4,0,0,5,2,12,1,0,5,0,1,2,562
18,0,10,1,0,19,0,0,0,2,33,11,17,5,0,9,7,0,13,4,0,9,4,9,0,5,7,0,0,0,250
6,2,19,1,3,9,0,0,4,1,35,7,23,3,0,10,25,5,18,6,0,13,4,29,0,3,4,0,4,0,500
20,1,34,0,10,16,1,0,1,3,59,9,24,5,0,11,18,3,15,0,0,10,4,35,2,5,12,0,1,15,438
9,0,36,2,12,39,4,0,0,4,55,16,20,6,3,7,32,5,36,9,0,11,6,24,1,6,9,0,1,6,750
17,5,45,6,18,11,0,0,5,9,59,4,37,2,0,16,50,5,35,6,0,23,11,24,7,2,5,0,4,17,500
4,0,12,0,2,5,0,0,0,0,32,10,13,4,0,6,4,3,6,0,0,11,5,5,2,4,1,0,0,0,438
5,0,19,0,2,4,0,0,1,0,32,7,11,0,0,4,3,7,4,0,0,7,3,11,0,0,5,0,1,0,500
16,30,32,1,4,5,0,0,31,1,44,4,14,3,3,1,9,0,8,0,0,9,5,30,1,3,0,0,2,1,438
5,1,14,0,1,2,0,0,1,0,21,7,12,1,2,8,4,7,2,0,0,2,0,10,4,1,2,0,0,0,438
16,1,12,0,6,6,0,0,1,1,31,0,16,1,0,2,10,0,3,1,0,12,1,11,1,1,9,0,0,4,375
25,0,31,4,9,3,0,0,0,6,41,8,23,4,5,4,49,9,23,2,0,17,7,42,1,4,8,0,6,7,688
4,2,23,2,3,14,0,0,2,2,26,2,13,2,6,8,28,9,10,0,0,5,1,6,1,2,2,0,0,10,312
3,0,12,1,3,4,0,0,0,1,23,1,9,0,0,2,6,2,3,0,0,10,6,6,1,0,3,0,0,1,500
8,1,12,2,4,3,0,0,2,3,25,12,11,1,0,5,11,0,4,0,0,7,4,10,2,1,0,0,0,2,625
12,3,36,0,3,11,0,0,3,0,42,7,17,2,2,7,19,14,3,1,0,11,5,16,0,2,1,0,1,3,500
5,1,6,0,2,2,0,0,1,0,14,1,21,0,1,8,3,1,5,0,0,7,2,7,0,0,3,0,1,0,250
3,0,6,1,1,2,0,0,0,1,14,0,7,4,0,2,7,2,6,0,0,4,0,8,1,4,1,0,0,1,375
10,0,17,1,4,10,0,0,0,2,23,7,8,2,1,3,12,6,4,0,0,5,4,6,0,2,1,0,2,4,562
5,2,8,1,0,3,0,0,2,0,5,2,8,0,0,3,1,5,6,0,0,3,1,1,0,0,2,0,0,4,562
2,1,5,2,5,1,0,0,1,2,9,1,7,0,0,0,11,1,5,3,0,2,0,4,0,0,3,1,0,7,250
14,2,12,1,5,5,2,0,3,2,18,4,9,1,0,2,10,6,6,3,0,11,7,16,1,1,1,0,2,1,438
2,0,8,1,0,3,0,0,0,2,11,1,10,1,2,3,4,4,6,1,0,4,0,7,0,1,0,0,0,0,500
0,0,1,0,0,2,0,0,1,0,4,1,5,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
23,0,28,0,1,8,0,0,0,0,32,9,19,1,1,9,5,14,1,1,0,7,0,11,0,1,2,0,0,0,375
12,0,7,0,2,4,0,0,0,0,17,0,10,2,1,3,8,2,4,0,0,6,1,7,1,2,4,0,1,0,250
0,0,3,0,1,2,0,0,0,0,5,1,10,0,0,6,8,1,7,0,0,5,1,3,3,0,3,0,0,0,250
2,0,10,0,7,3,0,0,0,1,18,1,5,0,0,1,8,1,8,3,0,9,8,3,2,0,3,0,0,3,375
0,0,19,0,0,1,0,0,0,0,54,51,21,1,0,21,0,0,0,0,0,0,0,0,0,1,18,0,0,0,125
4,1,5,1,0,0,0,0,1,0,4,1,11,0,0,8,0,3,1,0,0,2,0,0,0,0,0,0,0,0,312
13,2,35,1,12,7,0,0,2,3,51,11,23,3,0,10,21,3,10,0,0,16,12,22,17,3,4,0,2,6,500
16,2,12,0,7,3,0,0,2,1,32,8,30,0,0,13,14,4,14,1,0,15,7,14,1,0,1,0,1,4,625
18,3,34,0,0,3,0,0,3,0,36,3,17,1,5,5,8,5,2,0,0,8,1,9,0,1,2,0,0,3,375
9,2,14,2,3,4,0,0,3,2,30,3,18,1,0,7,14,3,4,0,0,6,5,8,0,1,12,0,0,2,688
9,0,13,0,0,3,0,0,0,0,18,2,10,1,0,4,8,3,3,0,0,2,0,9,1,1,5,0,0,0,625
5,0,18,4,4,12,1,0,3,4,16,3,11,2,4,4,17,2,7,1,0,2,0,5,1,2,1,0,2,6,438
1,1,12,1,2,3,0,0,1,3,16,5,12,0,1,5,12,0,10,4,0,4,3,0,0,0,5,0,0,7,312
5,0,11,1,2,3,0,0,0,1,13,5,7,3,1,1,10,4,10,0,0,5,2,16,1,3,1,0,0,2,562
7,0,15,1,0,6,0,0,0,3,25,2,12,2,3,3,5,5,5,1,0,6,3,8,0,2,2,0,0,1,500
4,4,29,5,12,9,0,0,4,3,30,4,19,5,0,6,16,4,11,0,0,17,10,14,5,5,8,0,1,10,625
18,2,22,2,5,12,2,0,3,4,44,7,26,1,0,10,22,0,27,2,0,11,6,24,5,1,2,0,5,3,625
21,5,13,2,1,6,0,0,5,1,28,11,20,0,0,11,0,14,11,1,0,12,3,1,0,0,4,0,1,4,625
4,2,28,6,9,4,0,0,2,10,47,9,23,2,0,4,19,16,15,1,0,22,15,16,1,2,10,0,4,4,562
4,1,16,0,3,2,0,0,1,2,15,0,9,1,2,1,7,11,12,2,0,16,11,15,3,1,4,0,1,0,500
12,0,11,0,3,9,0,0,0,0,23,5,15,0,2,4,3,3,8,1,0,10,1,8,0,0,0,0,1,3,0
9,0,9,0,1,4,0,0,0,1,16,0,7,3,1,4,9,3,4,0,0,2,0,7,0,3,2,0,0,2,312
8,0,10,0,2,0,0,0,0,0,19,2,6,0,2,2,4,4,3,1,0,5,2,4,2,0,4,0,2,2,250
7,0,32,1,4,10,0,0,0,1,38,5,6,4,1,3,8,0,5,0,0,6,5,9,2,4,1,0,0,2,500
10,1,24,3,7,7,0,0,1,3,41,7,15,2,1,7,14,5,9,1,0,5,3,11,2,2,4,0,1,3,438
7,2,15,1,2,1,0,0,2,2,18,7,6,2,3,2,10,7,7,0,0,7,4,18,1,2,2,0,1,4,562
7,3,27,1,9,19,0,0,3,1,43,8,21,4,2,8,27,3,23,5,0,13,6,11,4,4,3,0,3,9,438
3,0,6,0,1,0,0,0,0,0,11,0,6,0,0,2,8,3,8,1,0,6,3,7,0,0,2,0,2,3,250
5,3,32,2,2,27,0,0,3,5,57,25,23,1,5,9,27,12,20,4,0,15,10,22,1,1,5,0,1,0,500
9,1,15,0,7,3,0,0,1,0,29,6,9,0,0,3,8,6,7,1,0,13,9,15,3,0,0,0,4,4,375
10,1,18,1,5,8,0,0,1,2,30,4,23,0,1,8,4,4,15,0,0,13,5,4,6,0,6,0,1,3,562
7,0,22,1,2,5,0,0,1,1,41,8,24,1,1,9,13,2,2,0,0,12,2,5,3,1,2,0,0,0,500
2,0,14,0,3,1,0,0,0,0,12,5,11,0,1,4,7,5,7,0,0,9,6,7,1,0,1,0,3,3,688
9,1,28,9,10,9,0,0,1,8,36,3,22,9,3,6,16,6,13,2,0,15,6,25,2,9,2,0,3,11,625
2,2,8,0,2,3,0,0,2,0,4,0,9,0,0,4,2,5,1,1,0,5,1,0,0,0,0,1,1,4,375
9,0,13,0,1,4,0,0,0,2,18,2,9,0,0,2,20,8,29,1,0,14,7,33,2,0,5,0,3,2,625
4,0,21,0,3,8,0,0,0,1,34,0,18,0,1,8,6,2,12,7,0,11,6,8,1,0,6,0,1,3,312
8,0,8,0,2,1,0,0,0,0,18,11,7,1,0,4,3,0,1,0,0,2,1,5,0,1,0,0,0,2,500
7,0,13,0,1,9,0,0,0,0,10,0,5,1,0,0,8,1,8,1,0,2,0,4,1,1,0,0,0,3,438
